date,video_id,object_id,behavior,x,y,width,height,area,center_x,center_y
2019_11_05,000002,3,investigating,465,250,159,237,37683,544.5,368.5
2019_11_05,000002,3,investigating,448,274,199,199,39601,547.5,373.5
2019_11_05,000002,3,walk,380,316,261,150,39150,510.5,391.0
2019_11_05,000002,3,nose-to-nose,271,341,292,204,59568,417.0,443.0
2019_11_05,000002,3,nose-to-nose,180,397,306,218,66708,333.0,506.0
2019_11_05,000002,3,nose-to-nose,183,414,276,167,46092,321.0,497.5
2019_11_05,000002,3,investigating,190,355,251,185,46435,315.5,447.5
2019_11_05,000002,3,investigating,190,336,211,212,44732,295.5,442.0
2019_11_05,000002,3,investigating,190,316,165,280,46200,272.5,456.0
2019_11_05,000002,3,investigating,190,298,165,298,49170,272.5,447.0
2019_11_05,000002,3,investigating,190,289,145,301,43645,262.5,439.5
2019_11_05,000002,3,investigating,190,252,140,315,44100,260.0,409.5
2019_11_05,000002,3,investigating,190,255,140,315,44100,260.0,412.5
2019_11_05,000002,3,investigating,197,255,133,315,41895,263.5,412.5
2019_11_05,000002,3,investigating,195,228,133,315,41895,261.5,385.5
2019_11_05,000002,3,investigating,193,217,133,315,41895,259.5,374.5
2019_11_05,000002,3,investigating,194,203,123,315,38745,255.5,360.5
2019_11_05,000002,3,investigating,190,205,135,298,40230,257.5,354.0
2019_11_05,000002,3,investigating,187,210,135,298,40230,254.5,359.0
2019_11_05,000002,3,investigating,194,173,130,334,43420,259.0,340.0
2019_11_05,000002,3,investigating,198,162,141,325,45825,268.5,324.5
2019_11_05,000002,3,investigating,204,156,127,304,38608,267.5,308.0
2019_11_05,000002,3,investigating,207,145,135,298,40230,274.5,294.0
2019_11_05,000002,3,investigating,207,145,131,288,37728,272.5,289.0
2019_11_05,000002,3,investigating,207,145,131,306,40086,272.5,298.0
2019_11_05,000002,3,investigating,199,170,139,304,42256,268.5,322.0
2019_11_05,000002,3,investigating,199,183,131,291,38121,264.5,328.5
2019_11_05,000002,3,investigating,199,183,118,297,35046,258.0,331.5
2019_11_05,000002,3,investigating,189,214,136,283,38488,257.0,355.5
2019_11_05,000002,3,investigating,185,244,142,269,38198,256.0,378.5
2019_11_05,000002,3,walk,183,333,195,197,38415,280.5,431.5
2019_11_05,000002,3,walk,183,367,278,145,40310,322.0,439.5
2019_11_05,000002,3,walk,246,389,265,109,28885,378.5,443.5
2019_11_05,000002,3,investigating,265,387,259,113,29267,394.5,443.5
2019_11_05,000002,3,investigating,265,387,236,115,27140,383.0,444.5
2019_11_05,000002,3,investigating,265,387,266,130,34580,398.0,452.0
2019_11_05,000002,3,investigating,292,426,271,119,32249,427.5,485.5
2019_11_05,000002,3,investigating,315,432,231,138,31878,430.5,501.0
2019_11_05,000002,3,investigating,323,395,224,180,40320,435.0,485.0
2019_11_05,000002,3,investigating,323,405,224,170,38080,435.0,490.0
2019_11_05,000002,3,investigating,323,410,230,165,37950,438.0,492.5
2019_11_05,000002,3,investigating,323,397,225,178,40050,435.5,486.0
2019_11_05,000002,3,investigating,348,339,207,184,38088,451.5,431.0
2019_11_05,000002,3,investigating,353,317,210,187,39270,458.0,410.5
2019_11_05,000002,3,walk,353,311,272,193,52496,489.0,407.5
2019_11_05,000002,3,investigating,361,345,247,142,35074,484.5,416.0
2019_11_05,000002,3,investigating,367,361,225,109,24525,479.5,415.5
2019_11_05,000002,3,investigating,367,361,202,119,24038,468.0,420.5
2019_11_05,000002,3,investigating,367,369,228,111,25308,481.0,424.5
2019_11_05,000002,3,investigating,398,396,214,111,23754,505.0,451.5
2019_11_05,000002,3,investigating,412,411,214,111,23754,519.0,466.5
2019_11_05,000002,3,investigating,412,411,214,117,25038,519.0,469.5
2019_11_05,000002,3,investigating,412,415,219,107,23433,521.5,468.5
2019_11_05,000002,3,investigating,430,437,198,98,19404,529.0,486.0
2019_11_05,000002,3,investigating,430,437,192,98,18816,526.0,486.0
2019_11_05,000002,3,investigating,430,437,186,98,18228,523.0,486.0
2019_11_05,000002,3,investigating,429,439,186,98,18228,522.0,488.0
2019_11_05,000002,3,investigating,429,439,194,98,19012,526.0,488.0
2019_11_05,000002,3,investigating,429,439,194,101,19594,526.0,489.5
2019_11_05,000002,3,investigating,429,439,194,118,22892,526.0,498.0
2019_11_05,000002,3,investigating,439,433,184,135,24840,531.0,500.5
2019_11_05,000002,3,investigating,439,438,202,130,26260,540.0,503.0
2019_11_05,000002,3,investigating,439,422,191,146,27886,534.5,495.0
2019_11_05,000002,3,investigating,452,409,184,159,29256,544.0,488.5
2019_11_05,000002,3,investigating,453,434,184,144,26496,545.0,506.0
2019_11_05,000002,3,investigating,446,440,184,144,26496,538.0,512.0
2019_11_05,000002,3,investigating,438,440,192,144,27648,534.0,512.0
2019_11_05,000002,3,investigating,438,440,201,139,27939,538.5,509.5
2019_11_05,000002,3,investigating,438,443,209,130,27170,542.5,508.0
2019_11_05,000002,3,investigating,438,443,209,137,28633,542.5,511.5
2019_11_05,000002,3,investigating,438,443,199,142,28258,537.5,514.0
2019_11_05,000002,3,investigating,438,435,190,150,28500,533.0,510.0
2019_11_05,000002,3,investigating,438,425,181,160,28960,528.5,505.0
2019_11_05,000002,3,investigating,414,445,197,141,27777,512.5,515.5
2019_11_05,000002,3,investigating,414,454,197,132,26004,512.5,520.0
2019_11_05,000002,3,investigating,404,464,199,126,25074,503.5,527.0
2019_11_05,000002,3,investigating,395,456,203,135,27405,496.5,523.5
2019_11_05,000002,3,investigating,391,460,203,135,27405,492.5,527.5
2019_11_05,000002,3,investigating,391,441,205,154,31570,493.5,518.0
2019_11_05,000002,3,investigating,391,441,205,158,32390,493.5,520.0
2019_11_05,000002,3,investigating,391,446,199,153,30447,490.5,522.5
2019_11_05,000002,3,investigating,391,454,199,142,28258,490.5,525.0
2019_11_05,000002,3,investigating,391,444,202,148,29896,492.0,518.0
2019_11_05,000002,3,investigating,391,420,196,162,31752,489.0,501.0
2019_11_05,000002,3,investigating,391,420,196,178,34888,489.0,509.0
2019_11_05,000002,3,investigating,391,420,196,182,35672,489.0,511.0
2019_11_05,000002,3,investigating,391,438,204,164,33456,493.0,520.0
2019_11_05,000002,3,investigating,391,452,210,147,30870,496.0,525.5
2019_11_05,000002,3,investigating,391,410,205,189,38745,493.5,504.5
2019_11_05,000002,3,investigating,427,399,205,189,38745,529.5,493.5
2019_11_05,000002,3,investigating,443,388,193,174,33582,539.5,475.0
2019_11_05,000002,3,investigating,439,402,191,166,31706,534.5,485.0
2019_11_05,000002,3,investigating,439,402,193,166,32038,535.5,485.0
2019_11_05,000002,3,investigating,440,384,194,179,34726,537.0,473.5
2019_11_05,000002,3,investigating,438,396,191,172,32852,533.5,482.0
2019_11_05,000002,3,investigating,438,394,202,174,35148,539.0,481.0
2019_11_05,000002,3,investigating,438,394,209,169,35321,542.5,478.5
2019_11_05,000002,3,investigating,438,394,209,145,30305,542.5,466.5
2019_11_05,000002,3,investigating,438,394,212,104,22048,544.0,446.0
2019_11_05,000002,3,investigating,438,399,212,99,20988,544.0,448.5
2019_11_05,000002,3,investigating,438,399,208,99,20592,542.0,448.5
2019_11_05,000002,3,investigating,438,399,204,99,20196,540.0,448.5
2019_11_05,000002,3,investigating,438,399,227,99,22473,551.5,448.5
2019_11_05,000002,3,investigating,451,409,206,103,21218,554.0,460.5
2019_11_05,000002,3,investigating,464,418,197,102,20094,562.5,469.0
2019_11_05,000002,3,investigating,464,418,200,94,18800,564.0,465.0
2019_11_05,000002,3,investigating,464,418,188,118,22184,558.0,477.0
2019_11_05,000002,3,investigating,464,418,197,126,24822,562.5,481.0
2019_11_05,000002,3,investigating,464,418,213,109,23217,570.5,472.5
2019_11_05,000002,3,investigating,481,424,203,104,21112,582.5,476.0
2019_11_05,000002,3,investigating,497,417,199,118,23482,596.5,476.0
2019_11_05,000002,3,investigating,539,387,170,153,26010,624.0,463.5
2019_11_05,000002,3,investigating,539,374,187,166,31042,632.5,457.0
2019_11_05,000002,3,investigating,574,387,177,155,27435,662.5,464.5
2019_11_05,000002,3,investigating,589,399,171,115,19665,674.5,456.5
2019_11_05,000002,3,investigating,589,399,195,104,20280,686.5,451.0
2019_11_05,000002,3,investigating,621,407,181,93,16833,711.5,453.5
2019_11_05,000002,3,investigating,646,397,167,88,14696,729.5,441.0
2019_11_05,000002,3,investigating,646,397,172,88,15136,732.0,441.0
2019_11_05,000002,3,investigating,656,398,172,88,15136,742.0,442.0
2019_11_05,000002,3,investigating,669,401,177,83,14691,757.5,442.5
2019_11_05,000002,3,investigating,692,395,177,86,15222,780.5,438.0
2019_11_05,000002,3,investigating,724,405,161,86,13846,804.5,448.0
2019_11_05,000002,3,investigating,724,393,162,98,15876,805.0,442.0
2019_11_05,000002,3,investigating,741,361,137,131,17947,809.5,426.5
2019_11_05,000002,3,investigating,741,338,146,154,22484,814.0,415.0
2019_11_05,000002,3,investigating,741,321,146,184,26864,814.0,413.0
2019_11_05,000002,3,investigating,772,302,129,181,23349,836.5,392.5
2019_11_05,000002,3,investigating,775,278,130,181,23530,840.0,368.5
2019_11_05,000002,3,investigating,802,262,115,188,21620,859.5,356.0
2019_11_05,000002,3,investigating,804,262,119,172,20468,863.5,348.0
2019_11_05,000002,3,investigating,784,258,145,159,23055,856.5,337.5
2019_11_05,000002,3,investigating,773,243,152,149,22648,849.0,317.5
2019_11_05,000002,3,investigating,755,226,160,149,23840,835.0,300.5
2019_11_05,000002,3,investigating,748,232,167,143,23881,831.5,303.5
2019_11_05,000002,3,investigating,717,226,189,120,22680,811.5,286.0
2019_11_05,000002,3,investigating,713,221,179,100,17900,802.5,271.0
2019_11_05,000002,3,investigating,701,213,196,98,19208,799.0,262.0
2019_11_05,000002,3,investigating,684,229,199,86,17114,783.5,272.0
2019_11_05,000002,3,investigating,642,240,217,69,14973,750.5,274.5
2019_11_05,000002,3,investigating,601,227,221,77,17017,711.5,265.5
2019_11_05,000002,3,investigating,587,226,219,84,18396,696.5,268.0
2019_11_05,000002,3,investigating,574,219,219,85,18615,683.5,261.5
2019_11_05,000002,3,investigating,574,219,219,89,19491,683.5,263.5
2019_11_05,000002,3,investigating,563,219,219,89,19491,672.5,263.5
2019_11_05,000002,3,investigating,552,219,223,84,18732,663.5,261.0
2019_11_05,000002,3,investigating,544,224,221,100,22100,654.5,274.0
2019_11_05,000002,3,investigating,508,220,237,111,26307,626.5,275.5
2019_11_05,000002,3,investigating,507,220,234,120,28080,624.0,280.0
2019_11_05,000002,3,investigating,507,220,234,122,28548,624.0,281.0
2019_11_05,000002,3,investigating,497,214,238,124,29512,616.0,276.0
2019_11_05,000002,3,investigating,497,214,234,116,27144,614.0,272.0
2019_11_05,000002,3,investigating,483,218,242,101,24442,604.0,268.5
2019_11_05,000002,3,investigating,478,215,247,104,25688,601.5,267.0
2019_11_05,000002,3,investigating,478,223,247,96,23712,601.5,271.0
2019_11_05,000002,3,investigating,478,220,247,99,24453,601.5,269.5
2019_11_05,000002,3,investigating,471,220,254,99,25146,598.0,269.5
2019_11_05,000002,3,investigating,467,228,247,96,23712,590.5,276.0
2019_11_05,000002,3,investigating,471,232,234,114,26676,588.0,289.0
2019_11_05,000002,3,investigating,452,227,242,98,23716,573.0,276.0
2019_11_05,000002,3,investigating,436,222,249,95,23655,560.5,269.5
2019_11_05,000002,3,investigating,422,216,255,103,26265,549.5,267.5
2019_11_05,000002,3,investigating,412,216,259,103,26677,541.5,267.5
2019_11_05,000002,3,investigating,422,219,259,103,26677,551.5,270.5
2019_11_05,000002,3,investigating,422,219,259,106,27454,551.5,272.0
2019_11_05,000002,3,investigating,422,219,259,113,29267,551.5,275.5
2019_11_05,000002,3,investigating,422,219,259,114,29526,551.5,276.0
2019_11_05,000002,3,investigating,431,239,247,94,23218,554.5,286.0
2019_11_05,000002,3,investigating,487,241,186,92,17112,580.0,287.0
2019_11_05,000002,3,investigating,481,241,194,94,18236,578.0,288.0
2019_11_05,000002,3,investigating,476,241,200,95,19000,576.0,288.5
2019_11_05,000002,3,investigating,477,246,205,92,18860,579.5,292.0
2019_11_05,000002,3,investigating,477,237,210,91,19110,582.0,282.5
2019_11_05,000002,3,investigating,455,237,232,91,21112,571.0,282.5
2019_11_05,000002,3,investigating,435,237,252,91,22932,561.0,282.5
2019_11_05,000002,3,investigating,424,237,258,98,25284,553.0,286.0
2019_11_05,000002,3,investigating,407,237,275,96,26400,544.5,285.0
2019_11_05,000002,3,investigating,407,234,255,99,25245,534.5,283.5
2019_11_05,000002,3,investigating,407,228,256,105,26880,535.0,280.5
2019_11_05,000002,3,investigating,406,221,257,112,28784,534.5,277.0
2019_11_05,000002,3,investigating,406,221,250,133,33250,531.0,287.5
2019_11_05,000002,3,investigating,409,218,245,155,37975,531.5,295.5
2019_11_05,000002,3,investigating,409,218,252,138,34776,535.0,287.0
2019_11_05,000002,3,investigating,412,222,257,118,30326,540.5,281.0
2019_11_05,000002,3,investigating,415,225,254,115,29210,542.0,282.5
2019_11_05,000002,3,investigating,415,225,261,110,28710,545.5,280.0
2019_11_05,000002,3,investigating,415,225,257,110,28270,543.5,280.0
2019_11_05,000002,3,investigating,415,225,257,107,27499,543.5,278.5
2019_11_05,000002,3,investigating,415,225,260,107,27820,545.0,278.5
2019_11_05,000002,3,investigating,415,225,262,107,28034,546.0,278.5
2019_11_05,000002,3,investigating,415,225,267,107,28569,548.5,278.5
2019_11_05,000002,3,investigating,415,218,267,114,30438,548.5,275.0
2019_11_05,000002,3,investigating,415,218,261,114,29754,545.5,275.0
2019_11_05,000002,3,investigating,410,212,266,120,31920,543.0,272.0
2019_11_05,000002,3,investigating,413,212,263,120,31560,544.5,272.0
2019_11_05,000002,3,investigating,408,222,268,110,29480,542.0,277.0
2019_11_05,000002,3,investigating,413,224,263,108,28404,544.5,278.0
2019_11_05,000002,3,investigating,426,224,254,107,27178,553.0,277.5
2019_11_05,000002,3,investigating,422,224,258,107,27606,551.0,277.5
2019_11_05,000002,3,investigating,419,221,261,110,28710,549.5,276.0
2019_11_05,000002,3,investigating,415,217,261,111,28971,545.5,272.5
2019_11_05,000002,3,investigating,388,216,269,111,29859,522.5,271.5
2019_11_05,000002,3,investigating,376,211,274,102,27948,513.0,262.0
2019_11_05,000002,3,investigating,376,211,274,92,25208,513.0,257.0
2019_11_05,000002,3,investigating,376,206,274,97,26578,513.0,254.5
2019_11_05,000002,3,investigating,381,200,274,101,27674,518.0,250.5
2019_11_05,000002,3,investigating,394,157,261,136,35496,524.5,225.0
2019_11_05,000002,3,walk,363,133,276,157,43332,501.0,211.5
2019_11_05,000002,3,walk,338,106,292,158,46136,484.0,185.0
2019_11_05,000002,3,walk,328,67,289,193,55777,472.5,163.5
2019_11_05,000002,3,walk,298,105,277,143,39611,436.5,176.5
2019_11_05,000002,3,walk,252,90,295,134,39530,399.5,157.0
2019_11_05,000002,3,walk,225,44,308,173,53284,379.0,130.5
2019_11_05,000002,3,walk,206,47,296,165,48840,354.0,129.5
2019_11_05,000002,3,walk,205,35,275,157,43175,342.5,113.5
2019_11_05,000002,3,walk,205,30,255,144,36720,332.5,102.0
2019_11_05,000002,3,investigating,205,30,255,144,36720,332.5,102.0
2019_11_05,000002,3,investigating,205,30,259,150,38850,334.5,105.0
2019_11_05,000002,3,investigating,205,30,263,149,39187,336.5,104.5
2019_11_05,000002,3,investigating,205,30,265,147,38955,337.5,103.5
2019_11_05,000002,3,investigating,205,30,274,154,42196,342.0,107.0
2019_11_05,000002,3,investigating,205,30,275,154,42350,342.5,107.0
2019_11_05,000002,3,investigating,205,30,278,154,42812,344.0,107.0
2019_11_05,000002,3,investigating,205,30,287,161,46207,348.5,110.5
2019_11_05,000002,3,investigating,205,30,293,162,47466,351.5,111.0
2019_11_05,000002,3,investigating,205,30,298,156,46488,354.0,108.0
2019_11_05,000002,3,investigating,205,30,301,160,48160,355.5,110.0
2019_11_05,000002,3,investigating,205,30,301,168,50568,355.5,114.0
2019_11_05,000002,3,investigating,205,30,301,171,51471,355.5,115.5
2019_11_05,000002,3,investigating,205,30,303,173,52419,356.5,116.5
2019_11_05,000002,3,investigating,205,30,308,169,52052,359.0,114.5
2019_11_05,000002,3,investigating,205,30,311,165,51315,360.5,112.5
2019_11_05,000002,3,investigating,205,30,311,169,52559,360.5,114.5
2019_11_05,000002,3,investigating,205,30,308,169,52052,359.0,114.5
2019_11_05,000002,3,investigating,205,30,317,173,54841,363.5,116.5
2019_11_05,000002,3,investigating,205,30,305,167,50935,357.5,113.5
2019_11_05,000002,3,investigating,205,30,300,167,50100,355.0,113.5
2019_11_05,000002,3,investigating,205,30,284,168,47712,347.0,114.0
2019_11_05,000002,3,investigating,205,30,284,176,49984,347.0,118.0
2019_11_05,000002,3,investigating,205,37,295,173,51035,352.5,123.5
2019_11_05,000002,3,investigating,205,40,300,178,53400,355.0,129.0
2019_11_05,000002,3,investigating,205,44,306,178,54468,358.0,133.0
2019_11_05,000002,3,investigating,205,43,307,185,56795,358.5,135.5
2019_11_05,000002,3,investigating,226,46,285,193,55005,368.5,142.5
2019_11_05,000002,3,investigating,213,41,298,198,59004,362.0,140.0
2019_11_05,000002,3,investigating,202,34,309,201,62109,356.5,134.5
2019_11_05,000002,3,investigating,202,34,309,196,60564,356.5,132.0
2019_11_05,000002,3,investigating,202,37,309,193,59637,356.5,133.5
2019_11_05,000002,3,investigating,202,37,309,190,58710,356.5,132.0
2019_11_05,000002,3,investigating,202,37,302,190,57380,353.0,132.0
2019_11_05,000002,3,investigating,202,37,302,187,56474,353.0,130.5
2019_11_05,000002,3,investigating,202,37,298,185,55130,351.0,129.5
2019_11_05,000002,3,investigating,202,40,286,163,46618,345.0,121.5
2019_11_05,000002,3,investigating,202,31,273,158,43134,338.5,110.0
2019_11_05,000002,3,investigating,202,28,256,156,39936,330.0,106.0
2019_11_05,000002,3,investigating,202,28,250,152,38000,327.0,104.0
2019_11_05,000002,3,investigating,202,33,250,147,36750,327.0,106.5
2019_11_05,000002,3,investigating,202,30,250,150,37500,327.0,105.0
2019_11_05,000002,3,investigating,202,27,257,153,39321,330.5,103.5
2019_11_05,000002,4,investigating,570,134,173,231,39963,656.5,249.5
2019_11_05,000002,4,investigating,570,134,170,238,40460,655.0,253.0
2019_11_05,000002,4,investigating,570,137,168,235,39480,654.0,254.5
2019_11_05,000002,4,investigating,587,137,144,225,32400,659.0,249.5
2019_11_05,000002,4,investigating,581,137,150,244,36600,656.0,259.0
2019_11_05,000002,4,investigating,578,148,150,250,37500,653.0,273.0
2019_11_05,000002,4,investigating,562,179,159,244,38796,641.5,301.0
2019_11_05,000002,4,investigating,562,199,152,233,35416,638.0,315.5
2019_11_05,000002,4,investigating,557,199,157,225,35325,635.5,311.5
2019_11_05,000002,4,investigating,551,199,163,246,40098,632.5,322.0
2019_11_05,000002,4,investigating,507,254,188,233,43804,601.0,370.5
2019_11_05,000002,4,investigating,532,254,163,194,31622,613.5,351.0
2019_11_05,000002,4,investigating,532,254,163,210,34230,613.5,359.0
2019_11_05,000002,4,investigating,532,254,163,220,35860,613.5,364.0
2019_11_05,000002,4,investigating,532,254,163,233,37979,613.5,370.5
2019_11_05,000002,4,investigating,525,269,155,223,34565,602.5,380.5
2019_11_05,000002,4,walk,527,309,124,241,29884,589.0,429.5
2019_11_05,000002,4,walk,482,396,206,158,32548,585.0,475.0
2019_11_05,000002,4,investigating,523,466,164,107,17548,605.0,519.5
2019_11_05,000002,4,investigating,501,464,195,121,23595,598.5,524.5
2019_11_05,000002,4,investigating,548,438,174,135,23490,635.0,505.5
2019_11_05,000002,4,walk,540,423,193,156,30108,636.5,501.0
2019_11_05,000002,4,walk,523,437,213,137,29181,629.5,505.5
2019_11_05,000002,4,walk,547,419,207,161,33327,650.5,499.5
2019_11_05,000002,4,walk,578,405,151,179,27029,653.5,494.5
2019_11_05,000002,4,walk,578,402,162,182,29484,659.0,493.0
2019_11_05,000002,4,walk,604,342,163,205,33415,685.5,444.5
2019_11_05,000002,4,walk,672,236,105,224,23520,724.5,348.0
2019_11_05,000002,4,walk,699,172,133,212,28196,765.5,278.0
2019_11_05,000002,4,walk,716,190,170,128,21760,801.0,254.0
2019_11_05,000002,4,walk,690,168,167,176,29392,773.5,256.0
2019_11_05,000002,4,walk,575,217,231,83,19173,690.5,258.5
2019_11_05,000002,4,walk,473,205,245,130,31850,595.5,270.0
2019_11_05,000002,4,walk,455,190,175,220,38500,542.5,300.0
2019_11_05,000002,4,walk,436,230,114,301,34314,493.0,380.5
2019_11_05,000002,4,investigating,439,306,119,230,27370,498.5,421.0
2019_11_05,000002,4,investigating,428,376,157,162,25434,506.5,457.0
2019_11_05,000002,4,investigating,416,376,169,198,33462,500.5,475.0
2019_11_05,000002,4,investigating,407,373,154,193,29722,484.0,469.5
2019_11_05,000002,4,investigating,401,379,175,167,29225,488.5,462.5
2019_11_05,000002,4,investigating,401,379,182,163,29666,492.0,460.5
2019_11_05,000002,4,investigating,401,406,211,125,26375,506.5,468.5
2019_11_05,000002,4,investigating,464,421,219,141,30879,573.5,491.5
2019_11_05,000002,4,investigating,492,417,198,164,32472,591.0,499.0
2019_11_05,000002,4,run,594,418,243,113,27459,715.5,474.5
2019_11_05,000002,4,run,822,376,183,71,12993,913.5,411.5
2019_11_05,000002,4,run,946,355,148,105,15540,1020.0,407.5
2019_11_05,000002,4,run,1014,340,103,155,15965,1065.5,417.5
2019_11_05,000002,4,run,960,340,157,103,16171,1038.5,391.5
2019_11_05,000002,4,run,877,355,167,58,9686,960.5,384.0
2019_11_05,000002,4,run,695,316,185,88,16280,787.5,360.0
2019_11_05,000002,4,run,400,252,275,107,29425,537.5,305.5
2019_11_05,000002,4,run,340,149,154,283,43582,417.0,290.5
2019_11_05,000002,4,run,321,128,253,218,55154,447.5,237.0
2019_11_05,000002,4,walk,321,128,261,204,53244,451.5,230.0
2019_11_05,000002,4,walk,330,136,264,196,51744,462.0,234.0
2019_11_05,000002,4,run,433,185,276,152,41952,571.0,261.0
2019_11_05,000002,4,run,634,230,204,80,16320,736.0,270.0
2019_11_05,000002,4,run,778,239,215,108,23220,885.5,293.0
2019_11_05,000002,4,run,934,279,145,98,14210,1006.5,328.0
2019_11_05,000002,4,run,1027,320,131,78,10218,1092.5,359.0
2019_11_05,000002,4,run,1085,270,103,138,14214,1136.5,339.0
2019_11_05,000002,4,walk,1085,270,111,127,14097,1140.5,333.5
2019_11_05,000002,4,walk,1080,273,118,101,11918,1139.0,323.5
2019_11_05,000002,4,walk,1075,251,123,123,15129,1136.5,312.5
2019_11_05,000002,4,standing,1081,247,120,139,16680,1141.0,316.5
2019_11_05,000002,4,standing,1099,247,105,139,14595,1151.5,316.5
2019_11_05,000002,4,standing,1099,247,110,139,15290,1154.0,316.5
2019_11_05,000002,4,standing,1110,244,106,128,13568,1163.0,308.0
2019_11_05,000002,4,standing,1102,244,115,115,13225,1159.5,301.5
2019_11_05,000002,4,standing,1102,244,113,122,13786,1158.5,305.0
2019_11_05,000002,4,standing,1102,244,113,126,14238,1158.5,307.0
2019_11_05,000002,4,standing,1115,244,103,133,13699,1166.5,310.5
2019_11_05,000002,4,standing,1115,244,107,138,14766,1168.5,313.0
2019_11_05,000002,4,standing,1107,246,112,135,15120,1163.0,313.5
2019_11_05,000002,4,standing,1095,246,118,127,14986,1154.0,309.5
2019_11_05,000002,4,standing,1096,258,117,115,13455,1154.5,315.5
2019_11_05,000002,4,standing,1091,270,120,96,11520,1151.0,318.0
2019_11_05,000002,4,standing,1091,270,125,68,8500,1153.5,304.0
2019_11_05,000002,4,standing,1081,270,129,75,9675,1145.5,307.5
2019_11_05,000002,4,standing,1078,270,132,106,13992,1144.0,323.0
2019_11_05,000002,4,standing,1078,264,125,112,14000,1140.5,320.0
2019_11_05,000002,4,walk,1067,267,126,89,11214,1130.0,311.5
2019_11_05,000002,4,walk,1016,289,136,78,10608,1084.0,328.0
2019_11_05,000002,4,walk,986,298,144,102,14688,1058.0,349.0
2019_11_05,000002,4,walk,960,304,151,138,20838,1035.5,373.0
2019_11_05,000002,4,walk,991,304,121,159,19239,1051.5,383.5
2019_11_05,000002,4,walk,1001,349,128,134,17152,1065.0,416.0
2019_11_05,000002,4,walk,1024,391,134,104,13936,1091.0,443.0
2019_11_05,000002,4,walk,1041,428,143,77,11011,1112.5,466.5
2019_11_05,000002,4,walk,1060,439,137,63,8631,1128.5,470.5
2019_11_05,000002,4,walk,1067,431,122,101,12322,1128.0,481.5
2019_11_05,000002,4,walk,1082,428,113,104,11752,1138.5,480.0
2019_11_05,000002,4,drink,1092,424,103,110,11330,1143.5,479.0
2019_11_05,000002,4,drink,1092,424,108,110,11880,1146.0,479.0
2019_11_05,000002,4,drink,1096,421,109,123,13407,1150.5,482.5
2019_11_05,000002,4,drink,1096,417,109,127,13843,1150.5,480.5
2019_11_05,000002,4,drink,1096,413,109,131,14279,1150.5,478.5
2019_11_05,000002,4,standing,1096,412,109,126,13734,1150.5,475.0
2019_11_05,000002,4,standing,1096,406,111,128,14208,1151.5,470.0
2019_11_05,000002,4,drink,1097,409,108,127,13716,1151.0,472.5
2019_11_05,000002,4,drink,1088,416,118,121,14278,1147.0,476.5
2019_11_05,000002,4,drink,1090,412,116,124,14384,1148.0,474.0
2019_11_05,000002,4,drink,1103,408,103,130,13390,1154.5,473.0
2019_11_05,000002,4,drink,1102,405,104,131,13624,1154.0,470.5
2019_11_05,000002,4,standing,1116,401,89,143,12727,1160.5,472.5
2019_11_05,000002,4,standing,1123,401,82,143,11726,1164.0,472.5
2019_11_05,000002,4,standing,1125,401,80,146,11680,1165.0,474.0
2019_11_05,000002,4,standing,1125,390,78,157,12246,1164.0,468.5
2019_11_05,000002,4,standing,1125,390,84,140,11760,1167.0,460.0
2019_11_05,000002,4,walk,1104,385,103,76,7828,1155.5,423.0
2019_11_05,000002,4,walk,1080,354,114,81,9234,1137.0,394.5
2019_11_05,000002,4,walk,1022,321,134,88,11792,1089.0,365.0
2019_11_05,000002,4,walk,956,302,151,60,9060,1031.5,332.0
2019_11_05,000002,4,walk,864,285,162,91,14742,945.0,330.5
2019_11_05,000002,4,walk,772,292,183,165,30195,863.5,374.5
2019_11_05,000002,4,walk,774,308,144,204,29376,846.0,410.0
2019_11_05,000002,4,walk,779,336,123,263,32349,840.5,467.5
2019_11_05,000002,4,walk,771,387,140,226,31640,841.0,500.0
2019_11_05,000002,4,walk,771,387,130,199,25870,836.0,486.5
2019_11_05,000002,4,walk,760,402,178,123,21894,849.0,463.5
2019_11_05,000002,4,investigating,777,419,175,74,12950,864.5,456.0
2019_11_05,000002,4,investigating,803,418,153,79,12087,879.5,457.5
2019_11_05,000002,4,investigating,803,418,151,79,11929,878.5,457.5
2019_11_05,000002,4,investigating,803,421,150,71,10650,878.0,456.5
2019_11_05,000002,4,walk,819,398,155,90,13950,896.5,443.0
2019_11_05,000002,4,walk,884,357,148,113,16724,958.0,413.5
2019_11_05,000002,4,walk,923,337,172,84,14448,1009.0,379.0
2019_11_05,000002,4,walk,978,335,160,57,9120,1058.0,363.5
2019_11_05,000002,4,walk,1009,323,146,91,13286,1082.0,368.5
2019_11_05,000002,4,walk,1047,334,134,56,7504,1114.0,362.0
2019_11_05,000002,4,walk,1070,327,134,63,8442,1137.0,358.5
2019_11_05,000002,4,investigating,1070,323,155,63,9765,1147.5,354.5
2019_11_05,000002,4,investigating,1070,323,158,66,10428,1149.0,356.0
2019_11_05,000002,4,investigating,1073,332,166,68,11288,1156.0,366.0
2019_11_05,000002,4,investigating,1073,332,163,84,13692,1154.5,374.0
2019_11_05,000002,4,walk,1077,338,140,102,14280,1147.0,389.0
2019_11_05,000002,4,walk,1095,336,99,149,14751,1144.5,410.5
2019_11_05,000002,4,walk,1059,347,137,93,12741,1127.5,393.5
